Hotel Name,City,Country,Star Rating,Price per night,Amenities (array),Hotel Description,Review
The Plim Place Bangkok,Bangkok,thailand,7.7,"₹ 5,000 - ₹ 7,500","['Outdoor Pool', 'Air-conditioned', 'Laundry Service', 'Child-Friendly', 'Restaurant', 'Fitness center']","The Plimplace is a 3-star hotel in the Northern Bangkok suburb. This beach resort offers a comfortable stay and a great experience to help travelers spend a great vacation in Bangkok. The hotel is an ideal place for families, couples and leisure travelers. Among the most popular facilities being offered by the hotel to its guests includes the availability of a swimming pool and an outdoor pool, the presence of free Wi-Fi in the hotel, family rooms, free parking, and 24-hour front desk service. Free parking is also available for guests. The exclusive cleaning services at the hotel include the availability of daily maid service and laundry facility. The hotel is suitably connected to Don Mueang International Airport which is located at a distance of 11.3 Km. Few popular places nearby hotels are Central Plaza Ladprao, Tesco-Lotus Supermarket whereas the guests enjoy evening walks in the hotels neighborhood.","Set-up in a local residential area, the hotel is a great value for money accommodation in the city. The rooms are clean and spacious and equipped with amenities like a fridge and air-conditioning. The swimming pool at the hotel is a great place for you to unwind."
The Tepp Serviced Apartment Bangkok,Bangkok,thailand,7.7,"₹ 5,000 - ₹ 7,500","['Free parking', 'Air-conditioned', 'Laundry Service', 'Room Service', 'Restaurant', 'Hot Tub', 'Spa']","The Tepp Serviced Apartment, a 4-star hotel in Bangkok, is one of the most impressive hotels that offer comfort and luxury like no other. It is located in the citys commercial district and offers homely accommodation to couples and leisure travelers looking for a wonderful holiday in the capital city of Thailand. It features a large outdoor pool, spa and wellness center, billiards tables and fitness center for its guests to relax their senses and get some entertainment and workout. Business travelers can also make use of the business facilities like fax and photocopying service. It is a 5-minute walk from Bearing BTS Skytrain Station and 14.5 km away from Suvarnabhumi International Airport. The Tepp Serviced Apartment is also closest to other tourist sites like Central Bangna Shopping Mall, Paradise Park Shopping Center, Soi Cowboy, and Seacon Square.","Located at a walkable distance from Patana and various restaurants, this budget property offers a comfortable stay. Here, you will find spacious and well-kept rooms. Don't forget to enjoy a cool dip into the outdoor pool of the hotel."
The Sathon Vimanda Hotel Bangkok,Bangkok,thailand,7.7,"₹ 5,000 - ₹ 7,500","['Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant']","Located in a vibrant neighborhood of Bangkok, The Sathon Vimanda Hotel is a 3-star property that ensures a delightful stay in Thailand. The property is located in Sathon/Silom area, which is a famous and attractive tourist destination of Bangkok. The Sathon Bangkok hotel is perfectly located in a quiet alley hidden in the busy district. Not just leisure travelers, the hotel is ideal for families as well. It features a terrace for its guests to walk and relax, as well as clean and spacious rooms. Also, all the rooms at the hotel come equipped with basic amenities. Besides, its warm hospitality and friendly staff ensure a comfortable stay. The hotel provides a free shuttle service to Sala Daeng BTS Skytrain Station, which is connected to Silom MRT Station. The Sathon Vimanda Hotel is around 23.1 km away from Suvarnabhumi International Airport while Don Muang Airport is 23.6 km away from the hotel.","You can choose to stay at this hotel if a peaceful stay is all you want. The hotel maintains large rooms with requisite amenities. You can also find various restaurants and convenience stores close to the hotel. Also, the friednly and welcoming staff deserves a special mention."
X2 Vibe Bangkok Sukhumvit Hotel,Bangkok,thailand,7.7,"₹ 7,500 - ₹ 10,000","['Laundry Service', 'Child-Friendly', 'Restaurant', 'Fitness center', 'Bar']","X2 Vibe Bangkok Sukhumvit Hotel is a 4-star property that sits at the On-Nut residential area of Bangkok, distant from the bustling city. It is close to shopping malls, supermarkets, community malls, bars, restaurants, coffee shops, and markets. The hotel is closely connected with BTS SkyTrain which is within four minutes walk and provides a free tuk tuk shuttle to the station. It offers a sophisticated shelter for business and leisure travelers. The hotel features an outdoor swimming pool, and for its guests to relax as well as soothing massage treatments. It also boasts of its attractive design fitted with elegant wooden floors and modern-day amenities. Besides, its warm hospitality and friendly staff ensure a comfortable stay. Its nearness to the nearby tourist attractions like Soi Cowboy, BTS-Asok, BTS-Sala Daeng, BTS-National Stadium adds to its value. X2 Vibe Bangkok Sukhumvit Hotel is around 27 km away from Don Muang Airport International Airport.","Clean rooms, convenient location and delicious food are some of the highlights of X2 Vibe Bangkok Sukhumvit Hotel. The BTS Station is a short walk from the hotel and there is also a shopping mall nearby that you can visit. The breakfast at the hotel is delightful and the staff is extremely helpful."
The Tawana Hotel Bangkok,Bangkok,thailand,7.7,"₹ 5,000 - ₹ 7,500","['Outdoor Pool', 'Air-conditioned', 'Laundry Service', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Hot Tub', 'Fitness center', 'Bar']","The Tawana Bangkok is a 4-star property that is located in central Bangkok. This impressive property is surrounded by popular tourist attractions and has easy access to transport links and entertainment areas. It is ideal for couples and two travelers looking to have a good time and unwind themselves. Further, The Tawana Bangkok features an outdoor pool and spa, fitness center, terrace and garden along with babysitting services. The Tawana Bangkok is known for offering a perfect blend of contemporary architecture and comfort. Its rooms are fully-equipped with best modern day amenities and come with air-conditioning. Also, all the rooms at the hotel come equipped with basic amenities. The hotel offers warm hospitality and friendly staff ensuring a comfortable stay. The Tawana Bangkok is around 22.6 km away from Don Mueang International Airport and 24.2 km away from Suvarnabhumi Airport. Popular tourist attractions like, Silom MRT Subway Station, Sala Daeng Bts Skytrain Station, Siam Paragon, MBK Shopping Center, Bang Rak and Soi Cowboy add to its value.",Tawana Bangkok offers a comfortable and cozy stay in the city with decently equipped rooms and complimentary wi-fi facilities. The property houses a pool where you can go for a swim as well as a gym where you can enjoy a work out. The free parking facility is an added bonus.
Au Bon Hostel Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Laundry Service', 'Room Service']","Au Bon Hostel Bangkok is a 2 star hotel located near the Bangkok City Pillar and the Grand Palace. It is a hostel that comprises private rooms and a shared lounge. Guests can rent the type of rooms as per their comfort and convenience. All the rooms have private bathrooms with showers and complimentary toiletries. Internet Connection (WiFi) is available throughout the property and is free of charge. The Khao San Road is just a half kilometer and the Chao Phraya River is just 1.5 km away from the hostel. Guests can also walk down to the Bangkok City Library for a silent refuge in the company of books. Wat Suthat with the huge Bronze Buddha idol and the Giant Swing at the front is a must visit, apart from the more familiar Wat Pho, Temple of the Emerald Buddha. There are many skytrain stations nearby to take guests to other parts of the city. The Au Bon Hostel Bangkok is 22 km from the Don Mueang Airport.","Reasonably priced, Au Bon Hostel offers well-equipped rooms with towels, refrigerator, huge bottles of shampoo and gel making it an ideal accommodation for travellers. Services like replacing of towels and the water in the fridge on daily basis is quite noticeable. The hostel also enjoys easy proximity to several tourist attractions including the famous Royal Palace and the Temple of the Reclining Buddha."
Bangkok City Inn Hotel,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Air-conditioned', 'Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant', 'Hot Tub']","Bangkok City Inn is a 2 star hotel ideally placed in the heart of the Bangkok city. This hotel is actually located in the close proximity to the Skytrain station and expressway. If one is hunting for a budget hotel with plush settings, essential amenities, and impeccable services then Bangkok City Inn might be the suitable option. Its close proximity to the major shopping malls and entertainment venues make it suitable for the leisure. It is also the perfect place to stay for business travelers since it is situated just at the rear of the Main Street in Bangkok. The hotel offers a number of accommodation options to its guests such as a Deluxe Rooms and Single Rooms to ensure their comfort.","Staying in this hotel is a good option if you are budget conscious and are looking for a comfortable accommodation. The check-in process is quite smooth and hassle free and despite being a little old, the rooms are quite comfortable. It also enjoys a convenient location as it is close to Big C, Central and Platinum Fashion Mall."
Fx Hotel Metrolink Makkasan Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Outdoor Pool', 'Air-conditioned', 'Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant', 'Spa', 'Bar']","FX Hotel Metrolink Makkasan Bangkok is a 3-star and is also known as Airport Hotel in the Heart of Makkasan city. The hotel is an ideal choice for travelers being families, couples and the ones on a business visit as it is located close to Airport Rail Link Makkasan Station. Sukhumvit which is the commercial centre of Bangkok is also in close vicinity which offers travelers with shopping options, vibrant nightlife and local delicacies to munch upon. FX Hotel Metrolink Makkasan provides for a pleasant, comfortable and worry-free stay for travelers so as to make them feel away from the hustle and bustle of the city area. The cheerful and vibrant dcor of the hotel along with the presence of accommodation options such as superior and standard rooms makes the guest feel at home. FX Hotel also been rated as the best value property in Bangkok, which makes it an ideal choice for the travelers. The property is pretty close to numerous recreational sites including the Arab Street, Temple of the Golden Mount, and the Grand Palace.","Centrally located just moments away from the MRT/Airport link, Sukhumvit stop and Rama 9 shopping complex, this hotel is a perfect accommodation for avid business travelers. The hotel is also 15 mins walk from the train station and offers wonderful rooms along with fantastic breakfast buffet. The rooms are cleaned regularly and the staff is very attentive and friendly."
I Check Inn Silom Hotel Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Business Center', 'Child-Friendly']","iCheck Inn Silom Bangkok is a three-star hotel in one of the busiest spots of Bangkok. Though it is not located directly on the waterfront, the hotel provides easy access to the river and all the excitement it has to offer. Silom is a busy shopping center and full of monuments and attractions for sightseeing along with a thriving nightlife. The cozy hotel with its Thai dcor accents makes for a comfortable stay amid the busy city life. It has no attached restaurant and is generally a popular choice of stay for travelers on the go. Couples and Business travelers seem to prefer this sort of accommodation. The hotel has comfortable and spacious rooms equipped with modern amenities to facilitate a hassle-free stay. Guests can make the most of their vacation at a budget-friendly price.","If you are looking to stay in downtown Bangkok, this hotel is a good choice. It is minutes away from 7-Eleven, Family Mart and restaurants. You can enjoy a shopping spree at jewelry stores and night markets situated close by. The rooms with comfy beds are well-kept while coffee & tea are available 24/7 on the ground floor."
New Siam Palace Ville Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000",['Outdoor Pool'],"Situated in the old town district of Bangkok, New Siam Palace View Bangkok is one of the well-known and budget hotels and always charms the guests with its renowned services. This 2-star rating property offers a wonderful holiday to the visitors and is best suited for both families and couples. New Siam Palace View Bangkok has an outdoor swimming pool and the tropical gardens. The rooms are equipped with all the modern-day hotel facilities and are designed in keeping in mind about the patrons needs. Located between the Chanasongkram Temple and the Chaophraya River, New Siam Palace View Bangkok is influenced by the modern Thai architecture. New Siam Palace View Bangkok is also located at a near distance from several tourist attractions while the Suvarnabhumi International Airport is a 30-minutes drive from the hotel.","Located in the serene neighbourhood close to Khao San road and just 20 minutes walk from the Royal Palace, this hotel offers rooms with comfortable air-conditioned rooms and an excellent breakfast spread. There is a pleasant pool on-site for relaxation. The helpful & welcoming staff deserves special kudos."
Nine Forty One Hotel Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Airport Shuttle', 'Hot Tub', 'Bar']","Located in the beautiful city of Bangkok, Nine Forty One Hotel is a boutique-style hotel and offers renowned services in the traditional Thai manner. This 4-star rating property is suitable for both business and leisure travelers. The hotel features modern and lavish rooms, in-house restaurants, a business center, an in-house coffee bar, meeting room, and banquet hall and a swimming pool. The architecture of Nine Forty One Hotel is a blend of modern Thai luxury and traditional Thai values and the classic furnishing of the rooms complement the overall setting of the hotel. The hotel offers the impeccable services, modern facilities, and warm hospitality to its guests. Nine Forty One Hotel is an approximately 15-minutes drive from the Suvarnabhumi Airport and is located in the close proximity to the Suan Luang Rama IX Park, Paradise Park, and Siam Paragon Shopping Centre.","In the heart of Soi 41s shopping street and just a 15-minute drive from the airport, this 4-star hotel is a great choice if business is your purpose of visit. There is a large shopping mall and few restaurants serving tasty seafood next door. Spotlessly clean rooms, good breakfast and the friendly staff are few other key features of this hotel."
Pratunam Pavilion Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant', 'Spa', 'Bar']","Pratunam Pavilion Bangkok is a 3-star Thai-boutique hotel in the city of Bangkok that is popular for serving guests with warmth. Located in the heart of Bangkok, the hotel offers a comfortable shelter for families or business and leisure travelers looking for a wonderful holiday in the vibrant city. The hotel is laced with top-notch amenities, hence the travelers can enjoy a hassle-free vacation during their stay at the hotel. Further, the hotel features a Jacuzzi, Thai massage, spa and wellness centre for its guests to relax their senses. The boutique hotel also boasts of its attractive design and modern-day amenities. Further, with the hotel staff works round the clock to ensure the safety and privacy of the guests. Business travelers can also avail Internet connectivity, facsimile, email, fax and photocopying services. The contemporary decoration at the hotel along with world-class in-room amenities will make the stay of guests at the hotel cosy and comfortable. The hotel has everything guests could want and demand. Also, the hotel is known for striking the right balance between lavishness and contemporary richness.","Located at a walking distance from Baiyoke Sky Tower, this hotel is well-placed with lots of shopping and street food options nearby. A beautiful spa with room service, wonderful breakfast buffet and reliable WIFI are some of the perks of this hotel. The staff is helpful and can provide you with information on the places to visit nearby."
I Check Inn Silom Hotel Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Business Center', 'Child-Friendly']","iCheck Inn Silom Bangkok is a three-star hotel in one of the busiest spots of Bangkok. Though it is not located directly on the waterfront, the hotel provides easy access to the river and all the excitement it has to offer. Silom is a busy shopping center and full of monuments and attractions for sightseeing along with a thriving nightlife. The cozy hotel with its Thai dcor accents makes for a comfortable stay amid the busy city life. It has no attached restaurant and is generally a popular choice of stay for travelers on the go. Couples and Business travelers seem to prefer this sort of accommodation. The hotel has comfortable and spacious rooms equipped with modern amenities to facilitate a hassle-free stay. Guests can make the most of their vacation at a budget-friendly price.","If you are looking to stay in downtown Bangkok, this hotel is a good choice. It is minutes away from 7-Eleven, Family Mart and restaurants. You can enjoy a shopping spree at jewelry stores and night markets situated close by. The rooms with comfy beds are well-kept while coffee & tea are available 24/7 on the ground floor."
168 Hostel Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500",['Airport Shuttle'],"168 Hostel Bangkok is a 2-star accommodation in Bangkok. Located within the close proximity of the city, the hostel is ideal for couples as well as leisure travelers who are planning to spend their vacations in Bangkok. The property is well-equipped with all the functional amenities and services, which offer a comfortable stay to all the guests. The rooms at the hostel are well-appointed and are spacious enough to provide a comfortable stay for all the tourists. Its proximity to the nearby tourist attractions and public transport terminals makes it the right choice to explore Victory Monument, Wat Pho, Temple of the Emerald Buddha, Grand Palace and Wat Arun.","168 Hostel is 5 min away from BTS National Stadium, malls and MBK center is perfect for enjoying your stay in Bangkok. This hostel is very clean, has friendly staff and comfortable spring beds are a treat at this price. There are plenty of eateries and restaurants beside this hostel where you can enjoy delectable Thai cuisine."
New Siam Palace Ville Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000",['Outdoor Pool'],"Situated in the old town district of Bangkok, New Siam Palace View Bangkok is one of the well-known and budget hotels and always charms the guests with its renowned services. This 2-star rating property offers a wonderful holiday to the visitors and is best suited for both families and couples. New Siam Palace View Bangkok has an outdoor swimming pool and the tropical gardens. The rooms are equipped with all the modern-day hotel facilities and are designed in keeping in mind about the patrons needs. Located between the Chanasongkram Temple and the Chaophraya River, New Siam Palace View Bangkok is influenced by the modern Thai architecture. New Siam Palace View Bangkok is also located at a near distance from several tourist attractions while the Suvarnabhumi International Airport is a 30-minutes drive from the hotel.","Located in the serene neighbourhood close to Khao San road and just 20 minutes walk from the Royal Palace, this hotel offers rooms with comfortable air-conditioned rooms and an excellent breakfast spread. There is a pleasant pool on-site for relaxation. The helpful & welcoming staff deserves special kudos."
Nine Forty One Hotel Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Airport Shuttle', 'Hot Tub', 'Bar']","Located in the beautiful city of Bangkok, Nine Forty One Hotel is a boutique-style hotel and offers renowned services in the traditional Thai manner. This 4-star rating property is suitable for both business and leisure travelers. The hotel features modern and lavish rooms, in-house restaurants, a business center, an in-house coffee bar, meeting room, and banquet hall and a swimming pool. The architecture of Nine Forty One Hotel is a blend of modern Thai luxury and traditional Thai values and the classic furnishing of the rooms complement the overall setting of the hotel. The hotel offers the impeccable services, modern facilities, and warm hospitality to its guests. Nine Forty One Hotel is an approximately 15-minutes drive from the Suvarnabhumi Airport and is located in the close proximity to the Suan Luang Rama IX Park, Paradise Park, and Siam Paragon Shopping Centre.","In the heart of Soi 41s shopping street and just a 15-minute drive from the airport, this 4-star hotel is a great choice if business is your purpose of visit. There is a large shopping mall and few restaurants serving tasty seafood next door. Spotlessly clean rooms, good breakfast and the friendly staff are few other key features of this hotel."
Pratunam Pavilion Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant', 'Spa', 'Bar']","Pratunam Pavilion Bangkok is a 3-star Thai-boutique hotel in the city of Bangkok that is popular for serving guests with warmth. Located in the heart of Bangkok, the hotel offers a comfortable shelter for families or business and leisure travelers looking for a wonderful holiday in the vibrant city. The hotel is laced with top-notch amenities, hence the travelers can enjoy a hassle-free vacation during their stay at the hotel. Further, the hotel features a Jacuzzi, Thai massage, spa and wellness centre for its guests to relax their senses. The boutique hotel also boasts of its attractive design and modern-day amenities. Further, with the hotel staff works round the clock to ensure the safety and privacy of the guests. Business travelers can also avail Internet connectivity, facsimile, email, fax and photocopying services. The contemporary decoration at the hotel along with world-class in-room amenities will make the stay of guests at the hotel cosy and comfortable. The hotel has everything guests could want and demand. Also, the hotel is known for striking the right balance between lavishness and contemporary richness.","Located at a walking distance from Baiyoke Sky Tower, this hotel is well-placed with lots of shopping and street food options nearby. A beautiful spa with room service, wonderful breakfast buffet and reliable WIFI are some of the perks of this hotel. The staff is helpful and can provide you with information on the places to visit nearby."
Hotel Prince Palace Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Free parking', 'Laundry Service', 'Room Service', 'Child-Friendly', 'Restaurant', 'Airport Shuttle']","Prince Palace Hotel is a luxurious 4-star property in Bangkok offering utmost comfort and relaxation to its guests. It is a great spot for all kinds of travelers, be it couples/honeymooners or business and leisure travelers looking for a wonderful holiday. It features a large swimming pool and spa for its guests to relax and rejuvenate their senses. The hotel boasts of its attractive design as it overlooks Bangkoks Mahanak Canal. Further, its warm hospitality and incomparable amenities help offer memories for a lifetime. It is located in the commercial side of downtown Bangkok and is filled with several tourist attractions, garment businesses and government offices. Guests can conveniently reach the main shopping areas and sightseeing points of the city through taxi boats as the hotel provides direct access to the pier. It also provides free wi-fi to all the guests so they can share moments from their vacation with their near and dear ones.","Prince Palace Hotel is a great place to stay if you want to explore the old Bangkok. This hotel features beautiful swimming pools, a well-equipped gym, elegant lobby, and recently renovated rooms. The delicious breakfast is yet another highlight of this hotel. The clothing and fruit market, as well as the ferry station, are located nearby."
Hotel Royal Asia Paradise Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Outdoor Pool', 'Air-conditioned', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Bar']","Royal Asia Paradise Bangkok is a 3-star hotel located in Bangkok that offers luxury and comfort like no other. Enjoying a central location in Bangkoks Sukhumvit area, Royal Asia Paradise is ideal for couples or business and leisure traveler seeking to unwind themselves and have a wonderful holiday in the Kingdom of Thailand. The hotel has a certain standard to maintain and it certainly does that well by giving utmost importance to the guests. Royal Asia Paradise features a rooftop pool, swimming pool and traditional Thai massage for its guests to relax their senses and get some entertainment. It also boasts of its attractive designs and modern-day amenities. Decorated with natural wood furnishings in modern Thai style, it offers a warm hospitality and helps offer memories for a lifetime. It is within 1.5 km from Emporium Shopping Mall and the Queen Sirikit National Convention Centre. Suvarnabhumi International Airport is about 21 km from the hotel which makes it an ideal location to stay and explore Bangkok.","Royal Asia Paradise Bangkok offers free transportation service to and from the main road all the way down Soi 8, which is a great treat to you. The beautiful swimming pool on the rooftop is the perfect place to unwind at the end of your day."
Hotel Admire Thonburi Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Laundry Service', 'Child-Friendly', 'Restaurant', 'Bar']","Admire Thonburi Bangkok is a stylish 3-star hotel centrally located in Bangkok. This place has a warm and inviting ambience in a cozy environment where visitors meet new friends and have a safe and exciting time. It is situated 2 km from Wongwian Yai BTS Skytrain Station. Admire Thonburi offers comfortable shelter for couples or leisure travelers looking for a wonderful holiday. It features BBQ facilities, darts facility, games room for its guests to relax their senses and get some entertainment dose. The multi-facilitate hotel also boasts of its attractive elegant design, comfort and family welcome environment along with a modern classic style of accommodations with spectacular facilities and modern-day amenities. One can enjoy spectacular barbeque grills. Besides, a library is available for the guests' use. Further, its warm hospitality and incomparable amenities help offer memories for the lifetime. The location offers easy access to the city attractions and is close by to all the Bangkoks must-see destinations. Local attractions such as Wong Wian Yai, Monument BTS-Wongwian Yai, Grand Palace and others are conveniently located near the hotel. It is 25 km from Don Mueang International Airport and 29 km from Suvarnabhumi Airport.","This pocket-friendly hotel is just a 10-minute walk from Wongwian Yai Skytrain station and offers pristine rooms with AC and a small fridge. A wholesome breakfast inclusive of Thai food, bacon, eggs, and tea/coffee is a delight. There is a 7-Eleven around the corner and a number of restaurants close by as well."
Ak House Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Outdoor Pool', 'Free parking']","AK House Bangkok is a great stoppage point for tourists, especially for honeymooners and couples. The setup is built in a certain way, keeping the modernity and traditional decor of Thai culture in mind. This 3-star property is situated on Sukhumvit Road, Prakanong, which allows guests to visit several popular points within the close radius of AK House Bangkok. Some of these sites include Ekamai, K Village, Patpong Night Market, MBK Center, Jim Thompson House an EmQuartier. The nearest international airport to AK House is Suvarnabhumi, which is at around 20 km from the premises. The total number of rooms offered at AK House is 24. Moreover, shuttle service is also offered by the AK House Bangkok. Here, the check-in times start at 3 pm and check-out time is noon.","Strategically located on On Nut close to 7-Eleven, Lotus Tesco, Big C Supermarket, night market, massage stores, and BBQ, this hotel if a perfect pick if you are traveling solo. You can either choose from rooms facing the busy Soi 81 or the quiet residential area. Highlights include TV, coffee/tea/bottled water refilled every day and free Tuk Tuk service to BTS On Nut."
At Smile House Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500","['Laundry Service', 'Restaurant', 'Bar']","At Smile House Bangkok is a 2-star hotel, providing cozy and comfortable accommodation to guests. Be it business or leisure, the needs of guests are addressed with great hospitality by the staff. Exciting options like nightlife hangouts, shopping, or sightseeing spots are just a few minutes walk from the hotel. Ideal for couples, families and business travelers, guests of all age group are welcome here. The modest rooms provide just the right amenities to unwind and relax. Be it shopping throughout the day, exploring the city, or trying various restaurants around the hotel, one could surely get a gist of all sorts of entertainment while staying here. The hotel is located in Khao San of Rattanakosin district and is close to most of the popular attractions. 26.6 km from Don Mueang International Airport and 32.8 km away from Suvarnabhumi International Airport, At Smile House Bangkok offers a wide range of amenities to soothe its travelers stay.","This pocket-friendly hotel with quiet surroundings, low-cost laundry service, flawless AC rooms with comfy beds and well-presented bathrooms with hot water in the showers offers complete value to your money. Welcoming staff and a favourable location close to Khao San & Kawasan are few other good reasons to choose this hotel."
Bangkok Inter Place Hotel,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Outdoor Pool', 'Laundry Service', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Spa', 'Bar']","Bangkok Inter Place is recognized to be a 4-star hotel that is located at 20 minutes drive to Suvarnabhumi Airport. If travelers are planning a trip to Bangkok city, one can procure the ultimate luxurious stay while staying in the Bangkok Inter Place Hotel. The hotel boasts of air-conditioned rooms that feature hot shower facilities, minibar, wooden or carpet flooring. Guests can select from a wide assortment of massage treatments from the spa and wellness center. The resort is located at a close proximity to several attractions such as Rajamangala National Stadium. As it is situated near the Big C SuperMarket, it has become an ideal location for shopping lovers. They can take delight in different types of delicious cuisines in the on-site restaurant of the hotel. It is believed to be the leading choice for those travelers who have a keen interest in street markets, city walks, and entertainment.","If you are looking to attend a concert at Rajamangala Stadium, then Bangkok Interplace is certainly the perfect choice for you, given its location. This hotel features spacious and cozy rooms at budget-friendly prices. The hotel is also close to a number of restaurants, a 7 Eleven store, food stalls and much more."
168 Hostel Bangkok,Bangkok,thailand,7.6,"₹ 300 - ₹ 2,500",['Airport Shuttle'],"168 Hostel Bangkok is a 2-star accommodation in Bangkok. Located within the close proximity of the city, the hostel is ideal for couples as well as leisure travelers who are planning to spend their vacations in Bangkok. The property is well-equipped with all the functional amenities and services, which offer a comfortable stay to all the guests. The rooms at the hostel are well-appointed and are spacious enough to provide a comfortable stay for all the tourists. Its proximity to the nearby tourist attractions and public transport terminals makes it the right choice to explore Victory Monument, Wat Pho, Temple of the Emerald Buddha, Grand Palace and Wat Arun.","168 Hostel is 5 min away from BTS National Stadium, malls and MBK center is perfect for enjoying your stay in Bangkok. This hostel is very clean, has friendly staff and comfortable spring beds are a treat at this price. There are plenty of eateries and restaurants beside this hostel where you can enjoy delectable Thai cuisine."
The Cozi Inn Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Laundry Service', 'Child-Friendly', 'Restaurant']","The Cozi Inn Hotel offers luxurious yet reasonable accommodation services in Pratunam, Bangkoks shopping district. The 3-star property is known to offer comfortable and luxurious rooms to visitors traveling from around the globe. The property is completely air-conditioned and the rooms are hospitable. The establishment is ideal for family vacationers, couples and people on their honeymoon. The rooms are equipped with up to date and latest items of daily needs like LED television set, telephone and a refrigerator. Toiletries are also available in the attached private bathroom of each unit. The Cozi Inn Hotel is just a half an hour drive from the nearest airport and stands at a distance of 20 km from Don Mueang International Airport","If you are a shopping enthusiast, this hotel is a great choice. The rooms are well-maintained and equipped with decent amenities. In the vicinity you will find a number of Indian restaurants where you can enjoy some delicious food. The prompt room service and complimentary wi-fi are other highlights of this property."
United Residence Bangkok,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Fitness center', 'Free parking', '24-hour front desk']","United Residence Bangkok is a 3-star property in Bangkok that never has a lot to offer to its guests. Located close to the entertainment centers of the city, the hotel offers a comfortable stay for couples/honeymooners or business and leisure travelers looking for a wonderful holiday. It features a rooftop garden and a fitness center for its guests to relax and stay fit. The hotel also boasts of its attractive design and modern-day amenities. Guests can enjoy free Wi-Fi at the hotel. Further, the staff speaks Thai, Hindi, and English so there wont be any problems in communication. Tourist attractions like The Commons, Thonglor Nightlife Area, and SeenSpace are all close by. The nearest airport is about 27 km from the property.","Tucked away from the Sukhumvit city center, the hotel is a great choice if you wish to explore the city with great local eats, coffee, and restaurants. The rooms are nice, clean and quiet and offer a good night's sleep. The hotel staff welcomes you warmly and offers exceptional hospitality."
Bangkok Inter Place Hotel,Bangkok,thailand,7.6,"₹ 2,500 - ₹ 5,000","['Outdoor Pool', 'Laundry Service', 'Business Center', 'Room Service', 'Child-Friendly', 'Restaurant', 'Spa', 'Bar']","Bangkok Inter Place is recognized to be a 4-star hotel that is located at 20 minutes drive to Suvarnabhumi Airport. If travelers are planning a trip to Bangkok city, one can procure the ultimate luxurious stay while staying in the Bangkok Inter Place Hotel. The hotel boasts of air-conditioned rooms that feature hot shower facilities, minibar, wooden or carpet flooring. Guests can select from a wide assortment of massage treatments from the spa and wellness center. The resort is located at a close proximity to several attractions such as Rajamangala National Stadium. As it is situated near the Big C SuperMarket, it has become an ideal location for shopping lovers. They can take delight in different types of delicious cuisines in the on-site restaurant of the hotel. It is believed to be the leading choice for those travelers who have a keen interest in street markets, city walks, and entertainment.","If you are looking to attend a concert at Rajamangala Stadium, then Bangkok Interplace is certainly the perfect choice for you, given its location. This hotel features spacious and cozy rooms at budget-friendly prices. The hotel is also close to a number of restaurants, a 7 Eleven store, food stalls and much more."
